GaiaEDR3,Teff,logY
1804996741003919104,32111,-2.2
1805399501561517696,26505,-2.2
1806906627074342016,38079,-1.77
1808888702934248704,,
1809552460055588608,,
1810487422896627712,30311,-1.8
1810686056543947520,,
1810738833104703488,36570,-1.24
1811072191283452032,,
1814389009845462400,,
1816547660416810880,150000,
1817266534856772096,30600,-3.18
1818734245446134016,,
1820963913306887680,,
1820974088126464384,,
1824067323576290304,,
1824221903674415360,60010,-1.87
1825515616543459584,,
1826936121144576896,,
1827256624493300096,126000,-1.0
1828550513470534656,,
1829041204887324416,,
1830964388160536064,,
1832976906773684224,,
1833281127895263872,35942,-1.47
1837452503203933184,,
1839676849570436992,,
1840008592843989888,,
1840963140735767168,,
1841099308379288960,,
1842589593311763072,,
1845383692878107392,,
1850084998438797312,35665,-1.82
1850685091269441792,,
1852616039853485824,35537,-1.69
1853416896629422464,30468,-2.5
1855295171732158080,170000,
1858674589447492608,37689,-2.83
1864830136570923904,,
1866437416413601280,30312,-2.7
1867119354139385984,49239,0.41
1868262502632099584,37085,-1.66
1868521295883051520,52766,1.14
1868767831308190976,50644,-1.69
1868899807063019136,33655,-2.41
1869491859722639872,,
1869904107861540864,31665,-2.81
1869910636212423296,,
1870606730148932224,27756,-3.08
1873589052344459136,30540,-1.26
1874512813911445888,,
1874534323107953664,42860,-3.06
1875117437931788288,35683,
1875278658119889408,31500,-1.6
1876225367695171840,,
1876436748804906368,52297,-2.7
1876904938896587008,26500,-2.7
1877320760449993216,30173,-2.93
1878151338406148352,,
1879544900675463552,21420,-2.48
1880197529545177856,,
1880674648872164224,20500,-1.7
1881671180067646080,28588,-3.34
1881776668761026688,63364,-2.04
1883194592084504192,,
1883850072814402048,,
1884194082514142720,30730,
1884813859177653888,33600,
1886200725594365568,37866,-1.38
1886482196274463488,37403,-1.43
1886966913399963008,29207,-2.6
1887799827818370816,35765,-1.8
1888103396107540992,29380,-2.7
1888217298640930176,,
1888907031730589696,31148,
1889361271768667648,,
1889631201873127424,28099,-2.2
1890003627076995328,29673,-4.3
1890072518352439680,52761,0.14
1890158447761572608,23072,-2.67
1890677009230168704,31010,-2.87
1890817059523265024,26534,-2.95
1891098500140100352,30176,-2.73
1891930796082743680,29300,-3.0
1892475088698125824,29500,-3.8
1893638956115949952,32200,-1.7
1894911640824988288,31300,-1.7
1895921782775308288,41000,0.0
1897151272994229120,81300,-1.12
1897333280825678208,36478,-1.08
1897605753551541504,32462,-2.44
1900710357773768448,48441,2.08
1901519701411086720,42578,
1902790225753925760,48590,
1903356646040989696,,
1904345106994620672,,
1904551196705342336,,
1904789240973843072,,
1905322847710786432,,
1906485375099435136,,
1907809668134675712,,
1908586816697297536,,
1908933472097863808,27895,-2.4
1909037887044868864,33500,-1.7
1909350633681498880,,
1911572540520290048,50664,2.08
1912906626082386304,38266,-1.46
1914301798963843712,27647,-2.36
1915148289773812352,33190,-1.57
1915346403727521408,,
1915875822873889280,,
1918386106702275200,,
1920119078764165888,31452,-2.71
1920513288042722432,37600,-2.2
1920653303976557312,,
1921071388976065664,45011,1.98
1921168528251457664,,
1921647365565409280,,
1923253820774422272,130000,
1923590271333313792,38367,-1.4
1923812200882866560,24886,-4.3
1924304197976603008,30528,-2.81
1924818288379268736,119400,
1925102065461764608,28853,-2.96
1925440676384771328,,
1925782766239946624,38128,-3.0
1926435017152243328,34618,-3.0
1926772773380639360,31411,-2.5
1926836094079931392,40118,-1.0
1926891967313596544,,
1928424823960328192,,
1928530892472855168,,
1928707776405891712,,
1928721966977837184,,
1928838407833102720,,
1929173591378826240,,
1929874942357995136,35620,-1.52
1930730736063648896,,
1930816605348389248,,
1930945626165804032,48127,1.33
1931775516926570112,,
1932365679793458560,,
1932824240564177152,29728,-2.75
1932829364462415488,,
1934660360560498816,,
1934910499455947904,,
1936576053412987648,,
1937670612940958080,34600,-1.3
1937879932466496896,26622,-2.61
1938415467647384960,25395,-1.76
1939195223251633024,31932,-1.48
1940032157758205824,,
1941633699525901440,,
1942107868212034304,64700,2.0
1942735689352706560,,
1942860896239308672,,
1942912367126946304,41911,1.78
1942976825995869824,,
1943083135027575936,,
1943261255910215552,,
1943858286426802304,31748,-2.63
1943912201155491584,,
1944738965178800384,40008,-3.56
1946937541760735872,36926,-1.37
1948866115211896704,,
1949954704743455104,,
1950263255195349888,30844,-1.89
1952553606634620928,53123,1.2
1953965379566626816,48996,1.35
1955730782921780224,,
1956090907339382528,32227,-2.67
1956302769487648384,,
1956924886907715072,,
1956929937789493632,47000,-3.0
1957733813929462016,,
1958186782659396480,,
1958379678230596480,,
1959486508484951424,,
1960725039616547712,,
1962471510753821312,,
1963732715013489280,25773,-3.61
1964903763617638656,,
1965019835117424000,30207,-2.67
1966389723521001728,24256,-0.71
1970289725639077120,31800,-2.23
1970951356755394688,42400,-0.52
1971049178931721600,,
1972625019602949504,,
1974122417009203968,32290,-0.64
1977291346957976320,33458,-1.68
1985886916540915968,,
1986956260321582720,,
1987963653489961088,,
1988122807799740672,,
1989386181016743040,,
1991400825612971520,,
1992425231152067200,,
1995784922072062848,,
2000755371770908416,30340,-1.75
2000888378318426496,29600,-2.24
2001311621575988736,,
2002880555945732992,,
2004114070560436736,33090,-2.69
2010085586918181120,,
2018024881202947200,,
2021265455564470144,,
2024098484670541952,,
2026104646738300416,35200,-1.5
2032339977192239616,,
2032744769234150016,,
2033745393571783808,,
2035949227149107968,,
2039515046435901440,,
2041883531914920064,,
2048109069842534912,35607,-1.67
2048280009543018112,29042,-2.58
2048434490916786176,31703,-2.49
2048519393833049088,35209,-1.83
2050255106069797504,27026,
2050891658883180672,,
2051029510152566784,27049,-0.54
2051051736604520960,35245,-1.87
2051061872727505920,28300,-2.7
2051075169943749248,,
2051078026104444800,29041,-3.0
2051078953817324672,27600,-2.5
2051099221763948416,40092,-2.0
2051167700720012544,33200,-2.7
2051243532664404096,36001,-2.0
2051253398206147200,,
2051558920701835008,31943,-3.07
2051770507972278016,31075,-1.6
2051821673921348224,38711,-1.48
2052236288580880384,63183,-0.08
2052609989398839680,32819,-1.7
2052614623661449984,,
2052662903395436672,,
2052663350072041728,33900,
2052674860584342656,,
2052684550030830464,41944,0.65
2052733783234695552,,
2052811676760671872,,
2064522751202948992,27900,-2.77
2076135724307679872,36457,-3.07
2076819620539690880,27730,-2.71
2077927619019716096,,
2078810629937147264,34730,-1.36
2079009641541181312,40933,-0.64
2079522048319286528,38592,-3.3
2080063931448749824,29600,-2.36
2082064806400098304,,
2086212232975289472,,
2086441927825846656,29231,-2.8
2086764737566091136,,
2087255532066113152,,
2087279412086276224,,
2087288139459919104,,
2089517949042113920,,
2089529322115136128,,
2090486618786534784,130000,-1.05
2092525388221505792,28955,-3.07
2095370374556456192,35367,-0.95
2095803474760504576,,
2098662346728587648,27200,-2.6
2099149567821051904,24320,-2.78
2100027626635533056,27831,-2.99
2100029035385117952,,
2100231281103564032,,
2100269076815013376,,
2102571625963609472,,
2102745688098547840,43143,-2.7
2102879347479874176,,
2102914673590761472,,
2103044549103238912,27412,-2.62
2103613580731133312,,
2103959862471941632,,
2105065043456060032,27480,-2.55
2105469320138052864,28700,-2.6
2105662250069297920,27680,
2106246636200088576,,
2106323331434568064,,
2106726508604535680,,
2107872062281230336,,
2108009879191623808,,
2108158691218514176,,
2108640208592235392,,
2109194225013339904,,
2109628119789697024,,
2110121147674988544,29300,-1.6
2110282844604389760,40100,-2.0
2110405440150086016,,
2110538446697630336,,
2110657846788700288,25447,-1.13
2110728868367388672,,
2110808101924045056,,
2110959456571565184,,
2111414615727863296,,
2111637919669224704,39097,0.31
2111780001483834752,,
2113253415783313024,,
2113506200378734848,27231,-3.03
2113967273707486080,,
2114190543287369856,,
2114337293729638528,,
2114626499648169984,,
2116457667543853184,,
2116808961511821312,,
2117068205737418368,,
2117140292468079872,,
2117331573132975360,,
2117713997018899584,,
2119031692986023168,,
2119111472000154240,,
2119622714845280000,40000,1.2
2120323958447382272,24800,-2.23
2121507140335079424,,
2121513531246427392,,
2124662704347202944,36400,-1.4
2125895669204184832,80000,
2126338291355206144,19327,-2.72
2126511670593504256,,
2126553108436457856,,
2126592038020508928,17001,-2.43
2127040806264002944,145000,
2127335651477025408,37215,-4.29
2128012018629286144,,
2128531679610988672,42122,1.43
2128554563197280512,30627,-2.54
2128724231586262144,,
2128836553569442816,25361,-2.53
2129102978980441088,31859,-2.2
2129130844728397568,64042,1.24
2129388572827118720,,
2129393215689972224,,
2129624078772260736,,
2129739699292289152,,
2129777323205768448,29753,-2.83
2130283235992373760,,
2130430570550718464,,
2130473176626619136,27500,-2.95
2130719707748641664,,
2130941976600291456,,
2131141160001998976,,
2131594128728400128,,
2131926181239986432,,
2132462777275978624,32517,-2.97
2135352396915239808,,
2135353702585217920,28180,-2.41
2136616796628934400,,
2138460024791284352,,
2138663782338254464,,
2138776379201191936,,
2139043423087649536,29500,-2.86
2139296001523913728,33171,-2.4
2139791773889873280,,
2141227053178746880,,
2142748983429920256,,
2144357122264826752,,
2144494698657406464,,
2144511672368316672,,
2144566678012121728,,
2144578158461485568,,
2145610428081224320,,
2145674126739628160,,
2148297393980910848,,
2151301534625728768,33100,-1.6
2153548180479601280,,
2154234138295606272,29775,-3.21
2154810316748450432,40232,0.19
2160160432952810496,26800,-2.6
2160562927224840576,140000,
2161357496174183936,,
2165238733564304768,130000,
2171652769005709568,,
2177492137825896576,,
2181841672689968128,,
2182023160826160000,,
2185066123669404800,,
2185808122219021056,,
2185841249306525696,,
2187826589350022784,,
2187872803197949184,,
2188320544948282368,,
2188461862254280960,,
2188752549933584384,,
2189937617317072640,,
2198525593413124992,,
2201080755349789568,,
2219925315203706112,,
2223511067429516800,,
2223516530626946304,,
2231371476055090304,,
2231467614602883456,23600,-2.11
2236370233872909184,,
2236864567429295616,,
2237095396151457024,,
2239107914746074624,,
2240454228076652544,34476,-2.7
2242073125807176320,,
2252213921550077056,29000,-2.4
2252365203180138496,,
2253326146279942144,39000,2.5
2253612259822558848,,
2254558492658418048,35000,0.5
2256427005291588864,,
2256432335347693696,29866,-3.0
2256432438426909952,36000,-1.6
2256571041315787264,27200,-2.6
2257020574070558464,35500,-1.0
2257685194490203264,,
2259393595039224960,38000,-2.9
2259626279187460608,29800,-1.5
2261817262264874752,25500,-2.7
2262558195662392960,27600,-2.9
2262587332720438400,,
2266873808864525440,27700,-2.7
2269474398679245312,23300,-3.0
2273886910640705536,,
2278225441787850752,,
2288930944128285696,45355,1.61
2290926489012810880,46200,-2.8
2290960161556196352,30844,-2.2
2292094376519596800,24200,-3.0
2294269378022011392,27500,-2.1
2294708568494161408,35455,-1.5
2296351337648654848,26300,-2.8
2297889558713251840,25600,-3.1
2299420113258231808,110000,0.6
2300497428494312960,28100,-3.0
2305063077513293824,31610,-1.83
2305973889752979712,49000,-0.4
2308739470734290432,,
2309051251000258048,,
2309587292982876544,,
2309702230603610112,,
2310990067957231872,,
2311436023001705600,,
2312392250224668288,28390,-3.07
2313130542218587008,,
2314378453556691456,,
2316462680926136960,41674,2.14
2316822015070026368,,
2322368604555410176,,
2325452867814971136,,
2326356155272564480,28520,-3.84
2326994490492043264,40000,-1.8
2327511673273331456,,
2327655193900333824,,
2328770270489756288,,
2329479382474794240,34126,-1.36
2330170494252223104,,
2330666442715992960,,
2330920159319600000,41400,2.16
2331285983158756736,,
2333105610478918144,38325,-0.15
2333646741998127744,37500,-1.62
2333936291513550336,,
2334637573773801216,,
2335246080444203520,43790,0.69
2335322500798589184,,
2336589275632410496,40975,2.97
2337199672088826112,,
2339276172812455808,,
2339774698257101312,25000,-2.3
2340182479632226560,,
2340386610838189952,28964,-4.0
2344182159336411904,,
2346378708690580096,36097,-1.33
2346777212936156800,,
2349703391334814336,,
2351623413515105920,24990,-0.75
2356616398895680768,29668,-4.0
2359892221992225152,85000,-1.0
2360127276962361856,32318,-3.04
2361732907536273280,37200,-1.4
2362186146845244032,,
2363107159632282112,,
2363149933210675584,,
2366823062257473536,,
2367957861336489984,,
2370877988125407872,,
2374338189873269888,,
2376181692916635520,,
2376592910265354368,150000,
2377933833414091392,,
2380799916630412416,,
2380974670259614464,,
2381968628771144576,,
2383525983912887168,,
2388126100045184640,,
2389080300043998208,,
2389217983811119488,,
2393463125191108608,,
2394852706025510016,,
2397448339446096000,,
2398506825545940352,,
2401334945546768384,,
2401757982645492608,,
2402504654120057216,,
2407152770806714368,,
2407877963149224192,,
2411099536514256384,,
2414485448212792064,,
2415007505781366528,,
2415374506442510464,,
2415730473332601088,,
2418401530673886080,,
2418838380386828672,,
2422872385470546432,,
2425386758109004800,,
2427865233412476544,,
2428224631979800960,,
2435377440450198784,,
2437293614339507968,49850,0.69
2437900407318985856,,
2437994896599568000,,
2438094814718695424,26500,-2.54
2443124255783107968,,
2444473386613639808,,
2454782201477697792,,
2455641680268793472,39152,0.83
2456001461089233792,,
2460444003461129856,,
2462283211536460288,,
2464225670625598720,,
2465043325024558464,,
2466635147278682112,27760,-2.91
2467789050372382336,,
2471264877210406656,,
2472857936415651840,,
2474030943524240256,,
2482171590176492928,35700,
2494793708785433344,23500,-2.05
2497917382664718080,,
2499134404598151296,,
2500824388329728256,39100,0.0
2501511789255397248,28000,-2.54
2503706418759709184,65608,0.84
2507305841871897216,31414,-1.83
2510377185870102784,,
2511124200941815552,,
2512318137425806720,35905,-1.71
2512523711740403584,,
2514184283536110720,43823,0.77
2514278566658235776,32161,-2.65
2514877040285455872,,
2516953334851117568,18947,-2.23
2521835956752748928,34430,-1.41
2530654516748362112,,
2533806305483837440,27900,-3.0
2533873719291048704,65190,2.0
2534437287719752320,,
2536325557206313728,36772,-0.93
2537182630815412736,38500,-1.0
2537690089791382656,34901,-1.86
2539697793728198656,39305,-0.49
2541718902258404736,120000,
2542201695238975232,29200,-2.0
2545662545526065152,44845,1.97
2545743600148435584,,
2546039089602718592,,
2546593965017189888,,
2547139876837313920,28264,-2.66
2548155069666528128,,
2549323124676105472,,
2550973079312403712,37175,-3.27
2551900379931546240,27500,-2.66
2553323049193849856,,
2554377961881706240,,
2554910434747250944,35355,-3.65
2558457317524344704,46090,-2.51
2560685069816099968,,
2562664186451182464,32334,-3.37
2564579295188311296,35310,-1.7
2566039072968204288,34707,-1.8
2580798092426046592,75671,0.32
2581356846195889408,37295,-1.25
2581810261598516096,34200,-3.0
2582106305105033216,24650,-2.42
2585744516065582848,30073,-2.14
2587200200741572992,99999,
2588387849393475840,26200,-3.0
2588613210622211200,,
2590855320989370240,37680,-1.95
2590919234398332544,40948,-3.25
2591218881381484928,,
2592234628262141312,29716,-2.47
2596877659707888896,,
2596881950380337536,30393,-2.37
2599778132726704640,,
2600642112643648896,,
2600670356348639104,,
2604650485361932672,,
2607080474778620544,,
2608616969263755136,,
2610429514181981056,,
2610790020852492800,25000,-2.52
2614428717145471616,,
2614970943881648640,,
2615282934601046400,,
2616240643588448768,,
2617039266987434624,,
2617615578584232576,,
2617897706395293568,34984,-1.6
2618918396783864064,,
2619725923649948928,,
2621591996745553280,,
2624068096931502336,38924,-2.84
2625130126379502208,,
2626098280727562496,47810,0.91
2629912069952582656,40800,0.9
2629986424426328704,36271,-1.5
2630096616106785280,,
2631933522079808512,,
2632518741439080192,,
2632681400440548864,28106,-1.93
2633482463380792320,,
2633603478379307904,47250,-0.5
2634058882351683968,,
2637242174672595200,23260,-3.65
2638589797971367936,34500,-3.0
2641111493529802496,28320,-2.8
2642341469085008000,28000,-3.45
2642343187071906816,41749,-0.25
2642659258008739712,,
2644373607090404480,71388,1.14
2645931305829355264,26032,-1.72
2652331593079280000,46000,1.0
2652714944679812480,,
2653065864983035392,41655,1.61
2653544977175287936,27870,-2.2
2654503373357322496,33580,-1.5
2654793575707334784,31766,-2.63
2654860474117747200,25606,-1.92
2654982073232140544,,
2655280865516959744,53233,-1.83
2656170267344606464,33600,-1.6
2658558745902475904,35300,-1.7
2659982617755889152,27286,-2.33
2660835289023309696,40600,-2.62
2661097763064489600,28799,-2.96
2663673364756881152,35684,-1.7
2663694156694389632,,
2664836171318493696,,
2664947084554131328,65281,
2665196154002229376,42082,-2.55
2665713164985202816,27200,-4.0
2666296352824216448,,
2666866350819437824,33100,-2.0
2667060345902265728,,
2667642399870553984,26124,-2.73
2667715001997395072,,
2668170676552145408,,
2668680716803946496,,
2669326301928084992,27720,
2671953065271981952,,
2672261276419753600,31412,-2.82
2672744889737655424,,
2673674217581020672,29846,-2.36
2674375602920684032,,
2674696247998989184,48893,1.28
2674798021543827072,,
2674960057775228928,,
2675015033356366976,,
2676368463450484096,,
2678666962443647232,49000,0.6
2679230771390593024,52261,-2.84
2679494173144971136,29719,-2.51
2679677791586720896,32002,-2.63
2680457551489346944,27062,-3.29
2680565986528375296,,
2680574649477853952,,
2681325577265112320,35848,-1.4
2681388764823777664,30800,-2.2
2682107811068484224,,
2682170350087374464,24277,-2.98
2683585696429935488,27100,-4.0
2684009283284602880,33909,-1.95
2686048087080526464,27667,-2.9
2686249018534962816,37035,-1.1
2686627735866557952,,
2686800118674271872,,
2686817676500648192,39289,0.83
2686821967172724096,,
2686840315273137920,,
2686845331794265856,,
2686849180085861760,,
2686857254624358656,,
2686890721008636160,31842,-2.33
2686908970328696064,,
2687094749135984768,,
2687870218366060416,30082,-3.07
2687886088269786112,38624,-1.39
2687977931850851584,73371,-0.6
2688012605121741312,,
2689317789848730624,27900,-3.9
2689361873391936640,27906,-2.4
2689440797710883584,,
2689522402089833728,,
2689525425746827008,38756,-1.63
2689621671669850368,45381,2.0
2689655442996837888,,
2689804736060521728,,
2689963413627537792,36268,-2.1
2690072157903690368,,
2690493511375149440,37188,-1.08
2690647825256267264,23398,-2.3
2690901670707780352,36552,-0.33
2690967057290240000,35903,-1.0
2690995683247306240,30498,-2.92
2691081097260836480,,
2691204212499446272,45198,2.27
2691867011851791744,32556,-2.45
2691890784495579392,33686,-1.92
2693134400866685440,36600,-1.2
2693269297199730048,,
2693445390858014336,,
2693553005559022848,33474,-2.29
2693917150066120704,30400,-2.3
2694805697195721088,,
2696218874579711744,30093,-2.81
2696716270447621632,36880,-2.46
2697252346789953280,,
2697889792951890944,48224,-1.93
2698151304920775936,27379,-2.26
2698467586312353408,35876,-1.35
2698543280816056448,39367,-3.28
2698679998215051264,,
2699124166552895104,,
2699890624941363200,,
2699898566336365184,,
2703600484547535744,24700,-2.8
2707980797138700672,56680,0.6
2708400230759920768,36593,-0.57
2708593190755449728,,
2710029363395012224,46000,0.5
2712047826225618048,28500,-2.3
2712529957779476224,99999,
2713076900389693952,,
2714253549630034176,,
2714633259098801536,32108,-2.49
2717109221845456768,38500,-1.9
2717582699040219392,35278,-1.56
2717973090092215168,36024,-2.63
2718228387243575168,,
2719964546168645248,,
2720344431730779904,,
2720410333709020160,45359,1.11
2720511213901083264,59260,-1.94
2720582235480260352,,
2721869312624463872,40527,0.1
2723179797341216512,,
2723329360986655616,24860,-1.33
2724882872133120512,75050,0.21
2725865595010422016,35600,-1.8
2725882156404263808,27808,-1.51
2725953757803267712,34500,-1.4
2726234996557458560,33926,-2.63
2726462767263155840,32700,-3.0
2726863230013742336,35070,-1.46
2727702466623387648,40100,-2.0
2727863918739238784,27200,-2.3
2728017816007589376,,
2728104127670266496,,
2728295167815099904,,
2728427319664072704,35382,-2.22
2728561666241131264,64200,-1.3
2728664848535543680,24527,-2.36
2728745452186497408,53992,2.0
2729936846049609728,31381,-3.58
2730018003751684608,,
2730145371006786816,,
2730881326537936896,44139,-3.37
2731299656352377344,,
2731521207945653760,,
2731705337488054656,45278,2.0
2731836527264665856,31566,-3.0
2732552133240294272,42144,1.88
2732604978518290816,,
2732982626402453888,35020,-2.72
2733703154411158272,26247,-1.7
2734200064947455232,24682,-2.35
2734414637218591744,,
2735467282163538944,36410,-1.39
2735498553820132352,40000,1.0
2736553466507578368,,
2737521895733424768,37890,-1.39
2738907482247205376,,
2740001981649672832,26389,-4.26
2740514903824114944,,
2740874650284753792,20650,-2.75
2743987814379562880,,
2745620073750746624,23631,-2.36
2748257802144916736,,
2748460627681818240,34100,-1.68
2750667003920099200,30221,-2.79
2751850937425970048,,
2751879833965936640,,
2756656623576503424,,
2756737648135244416,,
2757157489778320000,30361,-1.75
2757798676856242432,31201,-2.7
2759524875752678656,,
2761878827068009088,,
2762123915081739264,,
2763383921048345088,,
2765108092719568384,48100,2.0
2765454164004531328,27939,-2.73
2766032919436757504,33112,-2.17
2767874292175410560,30322,-1.74
2768166861051795456,,
2771509999172112896,29141,-2.5
2772359715502793088,,
2773760665114010880,38462,-1.92
2774038154361038976,53097,1.61
2774222391277571840,,
2774528880143880960,,
2776326474280672896,45000,1.0
2778355352407184128,33644,-1.64
2779870135832977152,,
2779906694594683264,38830,-2.39
2780712739697142144,,
2784332018443668608,30900,-1.9
2786822824596083456,31060,-2.57
2787001740049356032,42780,-2.27
2789705885818660096,34519,-2.01
2790617926418523648,,
2790703447807846016,,
2791056219241940736,,
2792429440544585472,,
2792535543417139712,43827,1.64
2797051138888605568,,
2797293512483062912,28950,-2.8
2798503868626695552,35835,-1.2
2799828092943294720,,
2800515322070491008,39894,-2.82
2801217974425183104,38320,-1.54
2801277176253968640,32891,-2.24
2801448085887897216,27520,-2.48
2802079652238736256,,
2804022317486406656,,
2805016413436835200,32776,-2.21
2806716288482418048,35230,-2.91
2808135727924877184,40330,-2.26
2808769596378258048,33163,-2.05
2809421366255514112,28583,-2.61
2811677353661543808,,
2812519549504413568,,
2812551023024830720,29000,-1.86
2813209905367191168,,
2813554086867927296,24204,
2813823634719060352,28220,-3.16
2815153223450428032,31078,-1.78
2815877316280881152,28104,
2816827328687658112,42084,2.84
2816882755241142144,,
2817915471538459008,35196,
2822474905740746240,45458,2.23
2822672611674887296,,
2823151036672049280,,
2824170971146102144,29413,-4.13
2825005328672819072,29467,-2.55
2828728717424891648,35005,-1.58
2831416684052805632,,
2831429843832458752,30849,-2.52
2832879034517348608,33090,-3.21
2833106904006692608,28970,-2.55
2835948493025229952,,
2836474574979958144,,
2836486532168853760,34000,-2.2
2836713031563656704,50053,1.03
2837201382229593984,31687,
2837519729501691904,,
2837982520817733376,42028,1.72
2840086642476057600,,
2841123516300777856,,
2842364585753750400,29286,
2842756875183230976,26462,-2.0
2843804263088749824,,
2845145731696691968,,
2845710850610464640,32789,-1.76
2845777233625133440,,
2846162921688127360,29400,-2.54
2846319155418023424,31434,-3.58
2847977322031768832,27629,-2.54
2848140084112307968,42494,-4.04
2849255706161645440,30000,
2849938472818734720,,
2850115386816340992,36883,-0.46
2850670743266825600,28834,-2.43
2851511427281425536,58136,-1.76
2853226523686020736,30499,
2853416606054349568,,
2854091981071865344,25400,-2.87
2854516976675734144,,
2855172732282598144,,
2855634041833672960,30760,
2856144494402348544,48808,0.77
2857359660909486080,,
2858607022491460096,36900,-1.6
2859002017748155776,35215,-0.87
2859056963265425664,,
2859984160805522176,24938,-3.77
2862194144817359872,31036,-4.2
2862287843823854848,27087,-2.2
2863147593197468032,,
2863196315306344832,28118,-1.89
2864774251932462336,,
2865020675679724288,50194,0.72
2865152071616389632,,
2865951519648132608,38460,-2.15
2867351232309468160,,
2868734963397148672,27500,-2.2
2869671442362692480,,
2869717686274246400,47653,1.11
2871119705335735552,150000,
2871378846483069184,33840,-2.66
2872454748672529280,30127,-2.94
2872558485019432320,34870,-1.52
2875380759568683520,,
2878501895123521920,35398,-1.63
2881551562420806784,23770,-3.44
2882040467138457472,32418,-4.17
2888199828198754944,,
2899570977454318336,41620,1.9
2901209318498381952,,
2901603630856058112,,
2901735056855154048,,
2901836864760315392,,
2906636679691633920,43670,-0.43
2907300509837552000,,
2909401745277447808,53600,0.58
2918096305273674112,,
2924036760440812160,,
2929602385226601344,,
2931008523160833280,,
2940254694388783104,,
2941993086693170176,25500,0.13
2942136130582820096,,
2955024915120070272,,
2955528491445581568,,
2955576114043042304,29840,-2.44
2961224786311547264,26758,-2.33
2961366588952039552,30900,-1.96
2962347525123533184,,
2969691060204193792,,
2972573567376494976,,
2974175452738279424,,
2974314025563737344,,
2974875635487249280,,
2975366979747110016,48530,0.7
2976662857278875904,,
2977507831964061184,,
2978785258317207168,,
2979946892352704384,,
2980346221231437696,,
2981314890976719488,,
2985789113026163584,,
2986299011543531648,,
2999839084924027776,,
3001563840710096512,,
3007619194841792640,29256,-3.48
3035573693865877760,,
3036089364818362624,,
3037891155139776128,22320,-3.44
3039547569404896640,27600,-2.7
3047204259149524480,,
3049278041153797760,,
3052395775097859072,,
3060798513530161920,28965,-1.12
3061893528332536192,,
3062447063715980672,35217,-2.77
3063581068223451904,,
3063769703187083904,48200,1.8
3063855778630662144,42168,-0.5
3064106085025315456,,
3064838810741596416,,
3065476110873289600,20500,-3.0
3065526791487851392,36100,-1.9
3065536141631423104,,
3065764904474702720,32625,-2.3
3065952959618065152,,
3066530267645821440,28917,
3068507812327598208,41360,0.54
3068744791442939904,59121,-0.75
3071312357249930752,,
3071397878637938304,27971,-2.7
3072185163322482816,33324,-2.17
3072364177559581696,,
3072637990315089024,27286,-3.0
3073231760953563264,44000,2.0
3073641569552516864,,
3074661705890071680,,
3075906971527715200,,
3077510098136276480,25800,-2.07
3078888851357039360,42147,-3.39
3079278864452011904,34266,-1.88
3079735127418888064,,
3079803129635422592,,
3080005199256969984,,
3080057529138425728,52891,-2.72
3083502981967969664,28137,-2.7
3086639377543638528,,
3087329321090653824,,
3089571878131969792,30574,-2.64
3094948627431806464,,
3095093419370170368,21290,-1.25
3095776624109761664,,
3096022472335601408,,
3096564462848659328,,
3097524714456788992,35590,-1.72
3107937978629152640,,
3110617320967303680,,
3111366878657440384,20904,-4.14
3117010293884948864,30832,-1.99
3120020756721373568,27780,
3129475762151272448,34160,-1.78
3129610009941832832,30123,-2.91
3129876980815066880,31715,-2.72
3131204469305148288,27397,-3.08
3132895350689573888,32528,-1.08
3133015742914979328,32784,-2.07
3133076976265549824,32805,-2.35
3134542693985873408,46116,2.45
3135525623021849088,36593,-1.56
3135710272253699584,,
3135810671409226368,29429,-3.09
3136412997623472512,24477,-2.68
3137359161740102656,,
3139042514040855296,28812,-2.56
3139698956841267456,29917,-2.7
3140551456311037440,36386,-1.71
3140714527629703552,37337,-1.5
3141525486172958336,28757,-3.16
3143342600936696960,30401,-3.47
3143355932514955008,55193,-0.21
3143746568381405056,,
3144058245567712512,40649,0.08
3144656208095852800,26530,-3.24
3145755479203737856,30620,-2.49
3146147626897495552,,
3147034279946818816,,
3147125024015454976,,
3147206692815926528,,
3147425671725952640,37400,-3.0
3147546098311166080,,
3147600455418252672,,
3148758039302713984,26596,-2.7
3149624935499407872,31744,-2.09
3150348448510621696,,
3150707232898463616,30067,-2.51
3151061310002873216,,
3151324088983830272,,
3151997024459886208,,
3152255890729006848,38929,-3.96
3152400171567834368,35981,-1.73
3152632404742410496,18313,-2.19
3153235315070888064,31360,-2.42
3154729899269006336,28337,-3.19
3154801672464733440,45003,-2.74
3155626997678101248,48776,-2.69
3156573539750882944,32573,0.32
3157919887443293952,25017,-3.7
3157967411257049728,35676,-1.76
3158419684195782656,65883,-1.46
3159397601006308480,42560,1.36
3159937564294110080,26080,-2.74
3160522848078571008,43401,1.57
3160786559070298880,48269,-2.0
3160836861727862400,26933,-3.52
3161149775864814720,39009,-1.6
3161497015379649280,40737,-2.08
3162537840574968832,25350,-4.02
3162576078665811840,31718,-3.4
3162780553469479040,30698,-3.29
3163010252616980608,55942,-1.94
3163190946185170816,36613,-2.78
3163209740962284032,29608,-2.63
3163399754611313024,22145,-2.82
3163565604772130560,30442,-2.5
3163891442466252928,41188,-0.29
3163997712841285504,29710,-2.91
3164199095268594176,29404,-2.81
3164383748798177792,26596,-2.79
3164600008992468992,26989,-2.4
3165813590653493760,35914,-3.07
