GaiaEDR3,Teff,logY
1158847769201888768,,
1159067504023867904,31763,-3.0
1159746688677198592,26748,-2.4
1159862966326973440,,
1160043247578793344,50436,-1.93
1160100112945382400,35129,-2.0
1160207968164740992,29776,-2.7
1160486522563096192,37100,-3.1
1160505042462745728,36836,-1.82
1161864283648012160,22020,-3.25
1163041512708309376,33700,-2.8
1163254581741562240,,
1163282000812802816,29481,-2.63
1163737091251944064,,
1164192976260783872,,
1164883851816155904,,
1165071009310870912,35114,-0.82
1165536789924111616,32580,-1.8
1165720610228590080,36149,-1.66
1165815825359631232,33744,-2.2
1165848673269627520,36438,-1.43
1165853685495650048,,
1165963744033018496,28954,-2.63
1167132348799236224,,
1167834597427267456,37882,-1.07
1167859503942466560,34711,-1.5
1168014058340537472,,
1168748635187491840,,
1169270800131487360,37600,-0.5
1169449436411377664,,
1169613057485519232,30530,-2.0
1169791590686039680,,
1169948752128888704,,
1170648346466710912,,
1170796406874734464,,
1171708967165771392,52839,1.99
1172078162554358144,,
1172548341214173952,36600,-0.5
1173045457908931072,,
1173321671550500992,30682,-2.15
1173987803798074240,34181,-3.0
1174034021941552000,19300,-2.0
1174209909442191104,41900,0.5
1174453790570579840,31288,-2.3
1174686753891138304,,
1176777127359150592,,
1177896670713897984,30300,-2.7
1178502879578134528,,
1179132075107108736,,
1180527806334711936,33200,-2.3
1180906759889378176,40264,0.1
1181028908759001472,50237,1.58
1181846189495808128,21945,-2.52
1182091582451676800,,
1183933367507840000,38300,-1.5
1184656128899595520,,
1185969285085406208,,
1186648130435884160,28516,-1.68
1188049561085487872,40090,2.03
1188517849959404672,27300,-3.0
1188933362275187200,37350,-1.41
1189114339315021184,,
1191044493320238208,,
1191485775439674752,,
1191541232057654656,36300,-0.8
1191644586151040000,,
1191689807863866112,31680,-2.81
1191725851229360384,36761,-1.5
1191863251525960192,,
1191985885728851328,,
1192038902805203328,33235,-3.11
1192695105091969152,,
1194043995399963648,,
1195400831404476800,32300,-3.0
1196272228731422592,,
1196369123193599488,26600,-1.6
1196375273586921472,33223,-2.01
1197060677350483584,38386,1.43
1197670807522525440,26100,-3.42
1198536187594660096,,
1198730010878761984,,
1198801380351795328,,
1198927755470384128,30332,-0.37
1199316123593521024,45400,2.0
1199653982899907200,,
1200905944390797312,,
1201659389029469184,33136,-1.7
1201861248196239232,36900,-1.2
1202225293920451840,37889,0.38
1202447086032118784,35725,-2.17
1202741269814806656,,
1202811569839362176,38606,-3.0
1203338412004998016,63952,-1.02
1203356622666283776,,
1203845557446579456,,
1203918778048659200,,
1204410637703972736,,
1205324606744118784,,
1205448821494792192,,
1205683464147877120,,
1206014004831385344,37429,-1.7
1206155188995958784,,
1206171681670509568,,
1206214356465503616,66508,0.18
1206447693448896128,45362,1.68
1207471540636454400,47400,1.6
1207980408361558400,,
1208904444805334400,52300,-2.8
1208975505039996928,39565,2.22
1209265741750054656,,
1209465234391009408,40447,2.0
1209773574388014080,,
1210463655373083904,,
1211236822501204096,28630,-2.3
1211366667953907328,38000,1.32
1211503282272546432,31951,-2.97
1212440100539214464,,
1212519402815495680,,
1213655159671693056,38689,-1.8
1214321055696264064,33102,-2.4
1214730275884491392,,
1214884997786943744,,
1215384730117100032,27772,-2.89
1215393732368391936,,
1216163459229990272,,
1217009769648023424,,
1217630929296889344,,
1217872817555622272,23670,-1.93
1218332417712637952,36396,-1.52
1220049614357436544,79601,0.58
1220049614357436544,100000,
1220126094838352512,33790,-1.96
1220195948186053760,,
1220299542797439744,36566,-0.75
1220451172323251456,80189,0.38
1220472582737099776,22100,-3.0
1220821231005460352,,
1220934996098999552,30219,-2.75
1222310072825732096,38523,-0.51
1222767813259931776,55000,2.0
1223920926079402112,26841,-3.33
1224427182464055680,34269,-3.0
1224827748294596352,38555,-1.75
1225417739360402048,43100,2.0
1226007210736677248,,
1227658063021448320,,
1227705784402976384,,
1227773477382703616,24476,-2.46
1228629618983512064,33631,-2.38
1229076226862873344,,
1229548806409101952,40083,0.27
1231024630186706944,30174,-2.54
1232328032502074496,23173,-2.86
1232332220094873984,,
1232778626111037184,,
1233064288680760064,,
1234322477875249664,29066,-2.52
1234322477875249664,26433,-2.61
1234989881433355392,,
1235641994907840384,,
1236267410865602304,,
1237226700401153792,31177,-2.28
1237520510523866496,33311,-2.5
1239210116298387712,40600,-0.52
1239364769480858496,54412,1.58
1239547181037369344,29069,-2.7
1240306604269576704,36873,-1.56
1240449403342559360,32604,-1.64
1240669924143182592,28395,-2.05
1241296473972302592,36185,-1.3
1242599704488616704,29904,-3.9
1242834931257532032,29600,-3.0
1243203435156394624,21800,-1.6
1243253467230351360,37330,-1.5
1243915373230786560,,
1245821956457263616,,
1246428994250680448,,
1248774660573662976,42155,-2.35
1249070119964404736,34195,-1.6
1250382352732030592,,
1250821027807431040,20281,-3.35
1251408094001504640,39847,-0.09
1252536124212313728,35000,-0.4
1254307888416760704,38650,-0.75
1254792635605548032,,
1255912556917971456,27600,-2.3
1256509935329189120,,
1256629021887420416,,
1256917132588516224,47676,0.72
1256917132588516224,52902,0.8
1257145727928011904,,
1257385799420125568,38934,-1.1
1258202152443751552,31616,-4.21
1260448626498096000,30025,-2.43
1260829538557560960,,
1260997037986811648,27449,-4.01
1261013053920006784,31675,-2.89
1261580397624445568,,
1261620667238405888,47337,0.8
1262244399569206016,24420,-2.0
1263531416584927744,28700,-2.3
1264108144792924160,29900,-2.0
1264108144792924160,31029,-1.75
1265072107253012096,,
1265128796525435904,,
1265179099182883840,35661,-1.52
1265220747481130880,,
1265648801101878912,21085,-3.42
1266451513309671296,36457,-1.79
1269916997865771264,,
1270016817203702400,,
1270099761612163328,140000,
1270423258548105728,31018,-3.0
1271587607005565440,47463,-1.63
1272285075330826496,,
1272351694567455360,37700,0.0
1273157297289530368,24520,-2.04
1273939599812467456,,
1274220181435652224,27094,-2.05
1274227981096283008,,
1275262415380252544,41746,-1.12
1275434037976061440,,
1275699333816180992,25201,-2.3
1276066944357123712,28708,
1276808981563720576,51880,-2.3
1277517337632992896,39516,-1.1
1277575543029632640,,
1278457080774264448,,
1278887603998849280,38075,1.3
1278995012541596800,,
1279000303941309824,,
1280665965273152000,,
1281101268798929152,36729,-1.9
1281976651853340288,34386,-1.8
1282064372266357888,,
1283389867897035392,,
1283471609714690048,24483,-2.52
1283704873677791488,,
1283953333241515520,35112,-1.94
1284970278417991680,34961,-1.8
1286012886023828224,,
1286240416210937088,,
1288498160259323392,31400,-3.0
1288619312696849536,,
1292888067809406720,29900,-2.2
1292915830478091008,48700,1.38
1292915830478091008,47149,0.44
1293316877344107776,,
1295107633891682944,52373,1.26
1295703676569284352,,
1296418427846820608,32680,-2.39
1296750338623481856,,
1297012679521799552,25306,-2.72
1297264978785132416,29035,-1.4
1297347274655308544,,
1297369024369858432,65465,1.43
1297563049515054592,29518,
1297579752644970496,,
1297692658745139712,,
1297740861161142272,,
1297746981491158272,34300,-1.7
1297911491622379392,,
1297946371053374592,39384,2.84
1298448744787807616,,
1298743379544265856,,
1298986715211917440,33487,-1.9
1299249051814304768,27994,-2.3
1299382569460868480,,
1299564195037054592,75000,
1299627043296151424,22369,-3.0
1299685145614383616,,
1300121926607765760,22001,-2.7
1300318189433312000,,
1300892478100380928,,
1301353718931117056,,
1301798784919091712,38054,-0.65
1301900627183028864,37800,1.2
1302029716720773248,,
1302449042967968640,55039,1.06
1302789578038328832,,
1303116206008145408,,
1303289172930340864,35000,-0.4
1304379201270414592,43490,-1.77
1304442113951445120,34824,-2.18
1304442457548991360,,
1304445275047376640,,
1304478397835262592,,
1304503239926166400,36000,-1.4
1304648341100745088,,
1305126525580012672,25380,-2.45
1305573511415857536,117000,-1.05
1306498097616031744,67700,-1.83
1306739646577338368,,
1306828397780993152,38800,0.99
1306852479661771648,55643,-0.69
1306963465912746240,,
1307027065789215616,60866,0.84
1307226936386308480,,
1307252843628956672,41443,1.16
1307575344133563904,38678,-0.11
1307671169147222016,,
1307758408523367296,,
1308678016856993920,39473,-3.11
1308731137012654464,32676,-1.9
1308767347880818560,37553,-0.09
1308836793208539264,29506,-2.5
1309190183117130240,36453,-1.92
1309267178994167040,,
1309437641952913920,30635,-2.82
1310316147447722112,46418,-1.19
1310399538531466112,,
1310665998302851200,,
1310926548198632704,,
1311664634035338240,,
1311811590635777280,30974,-3.0
1311847835863480960,,
1312414599748705024,26612,-2.0
1312436456838082176,,
1312562453998303360,40093,1.12
1312592033436871296,,
1312842039189917952,24900,-2.3
1313140659676082560,37162,0.17
1313343622650735744,,
1313370663765104512,29900,-1.6
1313444468482681984,,
1313457147225909376,55000,
1314330017723952000,27900,-2.3
1314511166560158208,,
1315016937612622720,,
1315183998957515904,,
1315625899552904704,,
1315765159572132224,40578,2.0
1315939878841388032,48559,-0.96
1316203722975727232,30881,-2.76
1316331987878939648,,
1316998296222144768,28513,-3.0
1317613262523099136,,
1318016031671977600,38648,-1.26
1318236621192489216,34115,-2.0
1318675803072778752,,
1318946798329307392,,
1319053146015474688,38199,-1.6
1319179314974807680,52726,1.59
1320036143770682240,,
1320499794080097920,,
1320755529316324096,,
1320813464131916416,30422,-2.1
1320844009938692096,,
1320994501296458240,,
1322076695616737664,,
1322215955635420800,,
1322377549484957824,,
1322902501864380288,20514,-3.31
1323861550881288960,,
1324103202922720896,,
1325222982499018880,29015,-2.24
1325657289591907456,48360,1.22
1325712574410960512,,
1326422863218478592,28200,-2.5
1326685577778393984,,
1326708289565571200,,
1326802190433968640,25688,-1.2
1326905132210544512,38877,-2.07
1326931520489786368,35150,-0.88
1327036803023683712,27520,-2.52
1327056662952543232,33020,-1.32
1327508145619011840,,
1328014337589560320,,
1328042336472198016,,
1328042473909448192,31284,-3.0
1328047735253896320,,
1328061685307747968,,
1328109681558470912,,
1328110166899698816,40061,-1.71
1328111743142862720,31230,-2.7
1328205893121859328,,
1329306225086842112,67580,-0.5
1329590345763793408,,
1330666114811735936,,
1330718650852009600,,
1330873750711706240,,
1330908183463905152,,
1331075236217803904,,
1331078951364611712,,
1331175983266164608,,
1331566790929938432,,
1331578645039743232,,
1331923960410274944,,
1332004327838630272,47414,3.0
1332021473348107520,,
1332156747638095488,46844,-2.32
1332643345956089856,,
1332896306646572160,23560,-3.08
1332907748439374080,,
1333024739052716928,,
1333535634003198848,33295,-2.4
1334991769651067904,,
1335047325051574400,,
1335122366720575488,,
1335706688430827008,,
1336301562877544960,100000,
1336626880880309248,,
1337048230055229824,30900,-3.0
1337240374008902784,,
1337242538672314112,33981,-1.42
1337803736279119616,26652,-2.2
1337855099791936768,31076,-2.58
1338209318630924672,,
1338462275026502400,,
1338485777087459072,44552,1.44
1338754161003988992,,
1338796320403041408,,
1338830473983021184,,
1339262650770064512,31400,-3.5
1339310200352649856,,
1339368611907518720,,
1339677437236478720,,
1339942973590043264,22700,-2.0
1339965651017044352,,
1339997704357403904,100000,
1340436718734428032,37494,-1.43
1340677309918074112,,
1341093062752169856,46107,2.0
1341909823796956672,41926,-0.04
1342607330782394368,,
1343631697662026112,,
1344362628081417344,,
1344412831954515072,44700,
1344712242714715008,,
1344977912211651456,,
1345049483546987904,,
1345187540975203584,,
1346490462254006656,,
1347406114922105472,,
1348084066919723264,,
1348118357938699648,21501,
1348516106269956096,,
1349073107692934016,,
1349088676950060672,33601,-1.73
1349089226705872000,,
1349954611076184704,,
1350113181268869632,40247,-2.17
1350139638267524608,,
1350338787309654400,30500,-3.0
1351185961019986944,,
1351208123051248768,,
1351879718497635712,27692,-2.0
1351921736162211456,36500,0.1
1351960566961750656,,
1352476787671225856,,
1353479675418573568,,
1353948655783762816,32628,-2.19
1354579844177083904,32200,-1.6
1354922376408946048,,
1355440864860926848,,
1355775219474985856,31082,-2.07
1355804936353165440,,
1356484503258824320,,
1356777767921294976,26850,-2.75
1357192730481600000,,
1357373325266285952,32400,-2.0
1358088862521942144,,
1359158348033939200,,
1359746036999738496,,
1360139937040515072,58438,-3.02
1360142372284959360,27400,-2.5
1360216902854635136,,
1360395637916793856,,
1360728789940012928,,
1361078542013041536,74085,-0.92
1361629637856575872,,
1361931728676649984,29481,-1.85
1362888819188840320,25500,-2.2
1363886900869046656,27998,-2.84
1364478541203752192,40370,1.3
1365071418489267584,46643,-3.72
1366533631515180032,52560,-2.11
1368015532671476736,24700,-1.54
1368077582064321152,,
1368297175151177472,,
1368415548745660160,,
1369049829516110336,44335,-2.58
1369390983062132480,46269,1.42
1369896865785991424,,
1370912604075970688,,
1371516476477508864,,
1371932096168505984,,
1372348806779482752,,
1373881186687373696,32280,-1.73
1374005873881550208,,
1374058963973357696,38575,-3.02
1374324770909412224,,
1374344493399203968,,
1374648744586858624,,
1375081784665146496,37656,-0.55
1375718878637792000,39500,0.7
1375814952762454272,29230,-2.37
1375922567463461376,34711,-2.31
1376097041918508288,,
1377079661716954240,,
1377363821048984960,,
1377891689708857856,36741,-3.68
1378198934489869056,36400,-0.5
1378348017099023360,47257,2.0
1378395575272278272,,
1378901689923575040,45636,2.0
1379038445977180928,34684,-1.0
1379463166703277952,,
1380040406012403840,,
1380199049219990784,77100,
1380875729907633408,40565,1.67
1380974582874497280,27590,-2.53
1381954385173920640,35487,-1.67
1382202909161403776,,
1383048811559130240,37700,0.99
1383437523280745472,,
1383749612784069120,,
1384851873191110784,26470,-2.1
1384984978521883392,,
1384988311416587008,,
1385063700978386944,,
1385361084513370368,,
1386292778882876416,,
1386779695031270656,25000,-2.44
1389000949037923328,,
1389087325124265344,39833,0.03
1389168418402314496,,
1390836583700955264,29168,-3.0
1391314763883537280,,
1391315863395191168,,
1391344214475144832,35911,-1.91
1391344214475144832,37040,-1.82
1391947979502044032,,
1391967598912584192,33364,-2.65
1392305599954502656,,
1392509383267441536,,
1392610061596136064,,
1393235511913580800,29170,-2.88
1393813545792191360,,
1393840002790784384,,
1394116942282089344,39991,-0.77
1394229637928085760,,
1394450575341582464,,
1394500362602477184,,
1394581623383963264,30963,-1.77
1394898866848350848,34772,-2.0
1395021045781572096,,
1395190099990821888,,
1395387531047157248,,
1396159040316943488,,
1397273842027833856,45574,1.41
1398287767843592192,,
1399067763969254016,,
1399522137148135040,34400,-3.0
1399993557054575232,48349,0.97
1400555201338170112,,
1401013109275004288,31444,
1401621384019650560,38444,2.26
1403149533383468928,71231,2.0
1403332980026359424,,
1403386718657161856,30000,
1403885518979474688,36332,-1.1
1404337723200208768,,
1404827731724827776,31119,-2.38
1405107523074286208,31053,
1405244442336072448,,
1405730362050842368,29300,-2.5
1406119962829248896,32100,-3.0
1406207412659636480,30700,-1.7
1408382624616093312,26010,-2.58
1408908019375899776,28170,
1408930937321324288,,
1409811195162282496,,
1410063571736477568,,
1410554774260311808,39898,-0.29
1410860511508492288,29000,-1.9
1412485039938255232,,
1412851314749838976,,
1413338325384928128,36257,-2.22
1413662788690638848,,
1414187320160273024,30600,-2.43
1414294114523211904,,
1415334802278835456,,
1415898405068162176,,
1415965230462194048,,
1415985678802835072,39920,-0.6
1416368648150404352,,
1416603466898656384,36000,-2.9
1417526777492843136,29578,-2.66
1419133610657016064,26315,-2.37
1419816102435901184,25890,-2.36
1420619570557801472,32900,-3.0
1421013397584107776,,
1421032746411950336,57000,0.5
1423148997057656320,34670,
1423575401411054464,,
1423634014829143680,32347,
1424376601790006912,,
1424736794927164544,32300,-2.0
1425053900952815104,,
1425987175870116864,33698,-3.47
1426177430038053888,,
1426426327686319360,,
1426527177814505600,,
1427430186098504320,20148,-4.17
1427678435208512384,48506,-2.02
1427969118595251072,31112,-2.2
1429411162454206208,26094,-2.86
1429464999868316672,32145,
1429601481044865664,,
1429687032498740992,55800,-0.6
1429755374017588608,33900,-1.6
1429989432555249920,,
1431561841558013440,,
1432613490070627584,,
1432782883580373504,,
1433122426515173248,37500,-0.7
1433848791384631936,,
1433879818228293632,34400,-1.8
1434022067544616576,,
1434243584778292864,,
1434391159854454144,,
1436982983638658048,,
1437360803322243200,,
1437454188795350912,29600,-2.4
1437520816623538048,35900,
1437842041522004992,25000,
1438019028534240128,48470,2.22
1438423824907522688,46000,1.0
1438554976029144320,33170,-2.4
1438563389868679680,,
1438900527621711232,,
1440246986985570176,,
1443225460905221760,33820,-1.4
1444243093276400000,29255,-3.0
1447552691995517696,29200,-2.7
1448411410577062528,,
1448962536484468096,24686,-2.67
1449053353568686336,29983,-2.35
1449056067988016128,36388,-1.66
1449575655951553408,32500,-2.35
1449916912577361408,,
1450377023834160896,36707,-1.04
1450730276304247936,33500,-2.0
1450820165675312000,28100,-3.7
1450983271353426048,,
1451833434359977216,28800,-2.6
1452246949515387008,31107,-1.55
1452522621991928704,29507,
1452740084776034944,50278,1.03
1453269156027350144,30865,-1.88
1453842753204176512,37632,-1.6
1454323415879594368,31456,-2.38
1454622105085650688,,
1454878600534492800,36600,-0.84
1457540105867444224,38049,-0.59
1457754987374559360,,
1459128419133175168,,
1460175944476227072,,
1460356814139885568,50724,0.41
1460632997716192000,24009,-1.83
1460692714941449728,36625,-0.75
1460730407575030656,29600,-2.3
1461140216174118016,36934,-3.31
1461705743107974016,,
1463283748452789376,31409,-3.16
1463481935423095552,21012,-3.16
1463697233542956672,26180,-3.97
1463780590268542592,,
1465043619891174016,35541,-1.9
1466048332999791104,25300,-3.0
1466310360366357760,38100,-0.4
1469167024717489152,44354,1.24
1469357759922416256,24982,-2.41
1471988375850922368,35110,-1.83
1473687671071803520,38012,0.25
1474359575755115136,29665,-2.99
1476298186553761664,,
1478424229724415104,33474,-2.15
1479772643298162176,37762,-2.14
1482924663959981696,,
1483803349845846400,,
1483914842900914560,,
1485199008058786688,40660,-2.56
1486454512898147584,,
1486741519792600448,,
1487272545253822976,,
1488401881133948672,,
1488741320989561344,,
1489569772937523840,49283,2.0
1491118331986338048,40529,0.26
1492192692285509376,30853,-2.92
1493930023736287360,,
1494041658526180736,36196,-1.46
1494366250678651904,,
1494377417593625088,,
1495299843425776000,,
1495329392800826624,29987,-3.52
1495699099289360768,,
1495942160078351744,18800,-0.71
1496895818913504512,28435,-2.43
1497519997920400256,,
1497864660456255360,28840,
1497921109214351872,36800,-0.3
1497973232932877568,,
1499844842241901184,36000,-0.2
1500001595664625920,,
1500403089207449856,17500,
1501291971342356480,35387,
1501713500909166208,36756,-0.97
1503170280800303488,,
1504084421639817984,34400,-2.0
1507297920466713728,,
1508050123858921216,43595,2.07
1509293053034812032,29697,-3.0
1512089626500587648,,
1513053657679422080,,
1514791023489737600,,
1515296828902620928,35700,-0.8
1516021269626188416,,
1516367757524414208,41000,0.5
1517287773878778112,,
1517524890432603520,43429,-3.07
1518625398492628864,25837,-2.73
1518787743960949760,,
1522904762172390400,37758,1.63
1522950705438939520,22070,-3.04
1524668864155792768,,
1526081423063580032,,
1526435779341870720,37092,-1.15
1527021612881250432,46140,3.0
1527929908268132736,,
1529761694639932416,30000,
1530124980153852928,28000,-3.0
1530608357250761984,,
1532409357294653824,32034,-2.69
1534536701840624768,26200,-2.75
1534536701840624768,26284,-2.65
1536128554159734528,34100,-1.5
1536151540824293632,20131,-3.33
1536809808987373824,36394,-2.21
1537489891289155456,,
1539014020563855232,37200,0.9
1539286218411128192,,
1540495440685138432,38488,-0.21
1540573506009074688,,
1540815913964920448,31302,-3.4
1542485414995298816,,
1543006141129419648,28400,-2.5
1543431957068068480,,
1544275316845937280,,
1544410045677548288,30476,-3.29
1544410045677548288,30890,-3.23
1544418631314856320,34779,
1544979966360984192,,
1545548280734839936,,
1546073572415417856,28747,-1.88
1549471196482043776,,
1550490241899314560,44782,0.91
1552221800914196480,29109,-2.79
1553487166999658112,24219,-0.96
1554816510916988544,33183,-1.7
1560256374759480576,,
1561116845686660352,,
1562564455823571200,,
1563849995370777472,,
1564081030251770752,31385,-2.36
1564784232360838400,,
1565845574615276544,49125,2.0
1567759068446209152,,
1567936570854743040,86658,-1.33
1568451554613870848,44458,-2.81
1568569889552108800,43449,1.23
1570270249924113408,35606,-1.57
1570548009752602240,32895,-1.1
1572188107440718848,34300,-1.5
1573011744729727104,,
1573490719481398016,59354,-1.63
1574846932714731008,29637,-2.5
1575120191417938560,,
1575432697534110336,33620,-1.88
1576771314285661952,,
1577235239472819840,,
1577430063485458432,26519,-2.3
1578846784217708416,25739,-3.0
1579739617723374464,,
1580577278080546560,33668,-1.57
1583295816285420928,,
1583302860031730048,,
1585277243613047936,30265,-4.29
1586101048404381056,,
1586890398971315200,49358,-2.01
1589209058538303872,45137,
1589573924600093312,29600,-2.3
1589646634102564736,,
1589826095016002432,,
1590388529573233536,27233,-2.3
1590723949339489024,25698,-2.38
1590839294981400704,25191,-2.28
1591482165686555520,,
1591755325606144640,36728,-1.7
1592412936639159424,33401,-1.9
1592429562456407424,30810,-1.9
1593521583660586112,48657,0.52
1593707714659692288,,
1595249225666069376,,
1595357428778377344,33709,-2.42
1595814546441557888,35228,-1.8
1595941441250636672,,
1598042809833738496,34800,-2.6
1598729012464892032,26200,-2.0
1598870673370150656,,
1600953526350730368,,
1601000947085068160,,
1601084024636590336,,
1601702259409512320,,
1604107479750791552,21148,-2.0
1604588894044855808,45079,3.0
1604817278929750400,,
1604882837311301504,,
1605239049014274560,36833,-1.55
1605567081436543616,,
1605724311599744640,,
1608313141790620672,,
1610502101938798592,,
1611116316622226304,,
1611954625518358272,43071,2.0
1612687239564562432,,
1613918284566113152,,
1614475255924987776,,
1615596448547786496,34380,-1.56
1616611675737469184,,
1616839343363866752,,
1618663600657196288,59116,0.02
1620277821165495936,,
1621110911677590272,,
1621593180669554560,,
1621996774452667648,,
1624316430453434880,48000,0.0
1624385841420963840,26200,-2.35
1624436212797252480,,
1625482634333259904,,
1625661373692493952,38343,-0.08
1627040062490757120,29060,-3.44
1627338098861025792,,
1627453925538168704,,
1629256643572625152,,
1629425796564620160,,
1630526300329016448,,
1631599702851400448,,
1632316034677934720,,
1632504772720376320,,
1632704402799879680,29743,-3.0
1633291851249300608,45000,0.5
1633325248915154176,59700,
1634908820534152832,,
1635443217545772800,,
1637761847049851392,27500,-2.9
1637779336156895360,43710,0.05
1638168150956008320,,
1638672002159650176,,
1638944818481870848,29500,-3.6
1639437021733793920,,
1639966608381889664,,
1639999937328089088,31300,-3.2
1640097759502807936,34100,-1.8
1643840428364277248,30600,-2.37
1644174130142213632,34310,-1.81
1644355717065021568,130000,0.6
1647303168437152128,63000,1.0
1648476656582002176,,
1649681996203766656,,
1650122762927286656,,
1654392643319054464,,
1655490716133145216,,
1658023952268123776,,
1659750327258228352,,
1660055029417965952,,
1660450887963595392,,
1660591797250581888,,
1661062937982961664,61519,0.42
1662154581230639232,35425,-1.07
1662618815655804416,,
1662849232061173248,,
1664821648546861696,,
1666044064959450112,,
1666275653890915328,,
1666720951805011456,,
1668524155169985664,,
1668619842745272320,,
1671349350297566976,39660,-0.03
1671437272572456064,30599,-2.4
1672368975533354880,,
1674944684600857216,21170,-2.36
1675607346515040000,,
1677696830924518912,,
1677957754481828224,,
1680503506153120128,,
1681310444608684928,44487,2.47
1684501433510930304,37400,-1.5
1692116238728076544,37643,2.27
1698807935214184192,,
1701053481555512192,,
1702009987952564224,,
1702509887785603456,,
1706648552633207040,30300,-4.0
1706750635415036288,32800,-2.1
1710904418546053632,,
1720138697015345024,,
1721853419758839424,25380,-2.76
1724609414373827072,33590,-3.38
1729521173334336000,,
1729653290822954880,35380,-1.41
1729718192073458688,33400,-2.7
1730983351999762944,,
1731435633531386752,40350,-2.98
1731490128076542976,,
1732403817943920896,,
1733038785908656896,,
1733071908696066176,31047,-2.59
1734533812483812736,,
1734716301350868864,,
1734921287254144640,,
1735100065268826880,,
1735644804562762496,,
1735991253803944960,26157,-2.38
1736277229904971520,,
1737015070927018368,45000,-2.0
1738623755222448640,23340,-2.15
1738660520141260416,62300,-0.9
1738797203180512384,,
1738985666345418880,,
1739298997095482240,37334,-2.38
1740252956575806848,34406,-1.19
1741352296404629888,46568,1.0
1741581170917641728,37034,-1.48
1741911299283825408,,
1742021628404121600,39400,-0.8
1742536126831723136,,
1742687073456928512,,
1743427762042316928,,
1743873343424675072,36100,-2.5
1743875954764786176,,
1744577198369206272,57885,-0.87
1744785663197396864,,
1744880526139228032,31300,-1.8
1745058135922732544,37001,-1.5
1745067138174623104,35800,-1.2
1745787146491359104,32542,-1.86
1745828481256730368,37095,-3.0
1745849337621677184,37868,-1.8
1745921802309934592,,
1745932758767891712,,
1745945819767258624,21921,-4.01
1745948362385436544,,
1745972860882210048,28652,-2.27
1745978560301218176,28959,-2.15
1746205338867237632,30640,-3.0
1746789866736764800,30265,-2.66
1746937544892092416,,
1747471392148095232,27800,-2.2
1749434329641481728,32706,-1.56
1751329750248988544,45700,0.78
1751972311716626048,30832,-2.77
1752452965799245952,56745,1.37
1752454585005332992,46512,1.65
1753228847350666368,32361,-2.17
1754922370133351424,35510,-1.52
1755143024075390208,,
1756279128824638848,,
1756990993883821696,37800,-2.4
1758820581234356224,33700,-2.4
1758993857393963776,28142,-2.67
1759081066705508352,40330,-0.65
1759224243735129344,60443,0.08
1759463868550744576,28306,-3.89
1759968097711823232,44470,1.15
1760662130066900352,47935,0.86
1761341417799128320,,
1761966047778080256,,
1762118192700900736,,
1762226524658706560,37391,-1.75
1762387190794444928,35200,-3.0
1762434023119371264,35138,-3.0
1762527687766647808,,
1762565350335780480,28675,-2.2
1762792433845925248,,
1762904476658229504,26353,-3.0
1762911039365756544,30300,-3.0
1762952378428508032,29600,-2.2
1763176163404069632,34170,-1.41
1763211279056787968,29513,-2.52
1764049003837694720,,
1764138098639251456,34100,-1.3
1764304189318773120,,
1764538080353570176,,
1764592781057990656,65197,-0.95
1764643388666407808,43000,2.0
1764708332857425024,,
1765760836066977920,,
1766195387972813696,36297,-1.49
1767048024880446464,,
1767666976911730048,48889,3.0
1768038616137960704,,
1768493259900525312,44294,1.26
1768547964899107584,35704,-0.73
1769034155197254144,36000,-4.0
1770058865674512896,115000,
1771233693849193088,38667,-3.87
1771893980645039616,46956,0.81
1772138591918813056,39741,-3.32
1774431039302375552,51369,-2.65
1775141422597602176,50882,-1.73
1775448431155521408,,
1777173805417611776,34361,-1.7
1777865638749839232,31201,-2.13
1778728858456787712,,
1780738112877673856,,
1780767864115251840,,
1781080159778185472,30477,-4.3
1781407608084436352,23100,-2.1
1781594769874699776,49967,3.0
1782619686510352128,35592,-2.4
1782635663788860416,32570,-3.15
1782717886642757376,33400,-3.1
1782869069491376000,26198,-2.4
1782869894125135232,37174,-3.0
1782893391890702848,,
1783123950030993280,,
1783474797319468032,36030,-1.18
1783628003096502144,35832,-1.77
1783640205099886336,51134,1.36
1783691847786812288,26015,-2.69
1784210022709279616,,
1785228484006179456,40075,-3.06
1785562769900422912,27599,-2.89
1786272195418292992,,
1786814181635379072,19105,-2.79
1787066145893240576,41294,-3.29
1787531131936379136,,
1788269453995964288,,
1789840488608448640,26452,-3.03
1789867186124831616,31763,-3.56
1790305753825533312,38895,-3.09
1790336673293954176,53470,0.38
1790470508770502144,48046,1.97
1790590385602785280,27858,-3.36
1790728894004387712,27345,-2.87
1790904571050740736,,
1791029850951691264,54980,1.24
1792255325381143040,44729,1.39
1793956957063518080,36030,-1.26
1794184349811337728,31289,-1.54
1794971943734173056,,
1796522152051048064,34700,-3.1
1796648870766546944,,
1797986937760585600,44022,1.58
1798549715915714176,,
1799422182690088960,30012,-2.59
1802274311555674112,,
1803234906762692736,,
1803804969180491904,,
1803825314444013568,,
1803895163494985856,37100,-1.4
1803947046700046592,35437,-1.55
1803981406436541568,,
1804054661400183296,29600,-2.1
1804133963674291200,34393,-1.71
1804185434562776320,87261,-1.12
1804317380255647232,,
1804436363732219520,30200,-2.9
1804505912140447104,41830,0.33
1804669941235318272,31045,-3.0
1804876649423173376,29433,-1.9
1804943479113035136,35333,-3.0
